iso3,country,region,income_group,population_year,population,gdp_current_usd_year,gdp_current_usd,rd_expenditure_pct_gdp_year,rd_expenditure_pct_gdp,undernourishment_pct_year,undernourishment_pct,child_stunting_pct_year,child_stunting_pct,adult_obesity_pct_year,adult_obesity_pct,agrifood_ghg_ktco2eq_year,agrifood_ghg_ktco2eq,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_period,cereal_import_dependency_period_end_year,cereal_import_dependency_pct,household_food_waste_kg_capita,household_food_waste_tonnes_year,household_food_waste_confidence,household_food_waste_source,unep_country,unep_region,m49_code,gdp_per_capita_current_usd,log10_population,log10_gdp_current_usd,log10_gdp_per_capita_current_usd,cereal_import_dependency_vulnerability_pct,need_food_security_score,need_child_stunting_score,need_adult_obesity_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,n_need_axes_available,food_system_need_index_v1,household_food_waste_confidence_group,food_system_need_index_v1_min3,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_social_score,need_environmental_score,need_resilience_score,dominant_need_profile,missing_need_axes,flag_main_need_index_available,flag_strict_need_index_available,flag_population_ge_1m,flag_food_waste_higher_confidence,flag_food_waste_low_confidence,rank_need_v1_min3,rank_need_main_min4,rank_need_strict_all5
CYM,Cayman Islands,Latin America & Caribbean,High income,2024,74457.0,2023.0,42836571346.2854,,,,,,,,,2021.0,139.1469,1.8688222732583903,,,,88.0,6162.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Cayman Islands,Latin America and the Caribbean,136.0,575319.5985103536,4.8719055337667,10.631814702473102,5.759909168706403,,,,,,0.4860465116279069,0.5471698113207547,,2,,low or very low confidence,,,,,0.5166081614743308,,sustainability,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
CYP,Cyprus,Europe & Central Asia,High income,2024,1358282.0,2024.0,36333022329.4981,2023.0,0.68145,2023.0,2.5,,,2016.0,21.75,2021.0,1773.8756,1.305970041567215,2018-2020,2020.0,98.4,71.0,88750.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Cyprus,Western Asia,196.0,26749.248189623435,6.132989945444918,10.560301525757817,4.427311580312899,98.4,0.1893491124260355,,0.5691489361702128,0.5691489361702128,0.1976744186046511,0.3349056603773584,0.8938547486033519,5,0.4369865752363219,higher confidence,0.43698657523632195,0.43698657523632195,0.43698657523632195,0.3792490242981241,0.26629003949100477,0.8938547486033519,supply_vulnerability,none,True,True,True,True,False,137.0,130.0,115.0
CZE,Czechia,Europe & Central Asia,High income,2024,10905028.0,2024.0,345036675975.047,2023.0,1.83369,2023.0,2.5,2001.0,2.8,2016.0,25.9,2021.0,21768.5124,1.9961904178512884,2018-2020,2020.0,-42.0,69.0,723810.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Czechia,Eastern Europe,203.0,31640.14580935024,7.037626785020623,11.537865261238496,4.5002384762178735,0.0,0.1893491124260355,0.107361963190184,0.776595744680851,0.4419788539355175,0.1767441860465116,0.5849056603773585,0.1005586592178771,5,0.29870729440066,higher confidence,0.29870729440066,0.29870729440066,0.29870729440066,0.3156639831807765,0.38082492321193506,0.1005586592178771,sustainability,none,True,True,True,True,False,188.0,175.0,157.0
DEU,Germany,Europe & Central Asia,High income,2024,83516593.0,2024.0,4659929336890.62,2023.0,3.1539,2023.0,2.5,2016.0,1.3,2016.0,22.3,2021.0,180363.7898,2.159616230992565,2018-2020,2020.0,-0.3,78.0,6502860.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Germany,Western Europe,276.0,55796.44917855569,7.921772769285104,12.668379331103916,4.746606561818811,0.0,0.1893491124260355,0.0429447852760736,0.601063829787234,0.3220043075316538,0.2697674418604651,0.6037735849056604,0.1005586592178771,5,0.2970906211883384,higher confidence,0.2970906211883384,0.2970906211883384,0.2970906211883384,0.2556767099788447,0.4367705133830627,0.1005586592178771,sustainability,none,True,True,True,True,False,189.0,176.0,158.0
DJI,Djibouti,Middle East & North Africa,Lower middle income,2024,1168722.0,2024.0,4086402718.86834,,,2023.0,12.9,2023.0,25.5,2016.0,13.45,2021.0,1033.5817,0.8843691656356258,2018-2020,2020.0,98.8,89.0,99820.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Djibouti,Sub-Saharan Africa,262.0,3496.4711187676285,6.067711219267818,9.611341164539157,3.5436299452713382,98.8,0.7307692307692307,0.7484662576687117,0.3191489361702128,0.5338075969194622,0.5720930232558139,0.160377358490566,0.905027932960894,5,0.5804150284791934,low or very low confidence,0.5804150284791934,0.5804150284791934,0.5804150284791934,0.6322884138443465,0.36623519087318995,0.905027932960894,supply_vulnerability,none,True,True,True,False,True,59.0,55.0,46.0
DMA,Dominica,Latin America & Caribbean,Upper middle income,2024,66205.0,2024.0,688881481.481481,,,2023.0,3.6,,,2016.0,27.75,2021.0,84.3921,1.274708858847519,2018-2020,2020.0,100.0,91.0,6394.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Dominica,Latin America and the Caribbean,212.0,10405.27877775819,4.820890789899057,8.838144510200683,4.0172537203016265,100.0,0.4201183431952662,,0.8297872340425532,0.8297872340425532,0.6767441860465117,0.3113207547169811,0.9636871508379888,5,0.6403315337678602,low or very low confidence,0.6403315337678602,0.6403315337678602,0.6403315337678602,0.6249527886189097,0.49403247038174636,0.9636871508379888,supply_vulnerability,none,True,True,False,False,True,30.0,28.0,24.0
DNK,Denmark,Europe & Central Asia,High income,2024,5976992.0,2024.0,429457372071.869,2023.0,3.04841,2023.0,2.5,,,2016.0,19.65,2021.0,21033.0279,3.518998837542363,2018-2020,2020.0,-8.4,79.0,464520.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Denmark,Northern Europe,208.0,71851.75621313682,6.776482674545714,11.632920062247038,4.856437387701324,0.0,0.1893491124260355,,0.4308510638297872,0.4308510638297872,0.2906976744186046,0.8160377358490566,0.1005586592178771,5,0.3654988491482722,higher confidence,0.3654988491482722,0.3654988491482722,0.3654988491482722,0.31010008812791134,0.5533677051338306,0.1005586592178771,sustainability,none,True,True,True,True,False,169.0,157.0,140.0
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2024,11427557.0,2024.0,124282245638.568,,,2023.0,3.6,2019.0,6.7,2016.0,27.55,2021.0,21838.7559,1.9110607717817552,2018-2020,2020.0,65.8,160.0,1799544.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Dominican Republic,Latin America and the Caribbean,214.0,10875.661844309156,7.05795339620278,11.094409091860271,4.0364556956574935,65.8,0.4201183431952662,0.2392638036809816,0.8191489361702128,0.5292063699255972,0.9767441860465116,0.5613207547169812,0.6815642458100558,5,0.6337907799388824,medium confidence,0.6337907799388824,0.6337907799388824,0.6337907799388824,0.4746623565604317,0.7690324703817464,0.6815642458100558,food_waste,none,True,True,True,False,False,33.0,31.0,27.0
DZA,Algeria,Middle East & North Africa,Upper middle income,2024,46814308.0,2024.0,263619794506.723,2024.0,0.44395,2023.0,2.5,2019.0,9.8,2016.0,27.4,2021.0,58623.2014,1.252249662645873,2018-2020,2020.0,73.8,113.0,5057909.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Algeria,Northern Africa,12.0,5631.179991098512,7.670378608111857,11.420978017159772,3.7505994090479153,73.8,0.1893491124260355,0.3926380368098159,0.8085106382978723,0.6005743375538442,0.916279069767442,0.2971698113207547,0.7206703910614525,5,0.5448085444259056,low or very low confidence,0.5448085444259056,0.5448085444259056,0.5448085444259056,0.3949617249899398,0.6067244405440984,0.7206703910614525,food_waste,none,True,True,True,False,True,78.0,73.0,61.0
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2024,18135478.0,2024.0,124676074700.0,2014.0,0.43839,2023.0,12.1,2024.0,17.4,2016.0,19.8,2021.0,50389.595,2.778509339538776,2018-2020,2020.0,34.7,96.0,1727535.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Ecuador,Latin America and the Caribbean,218.0,6874.705739765999,7.258529006843751,11.095783120497924,3.837254113654174,34.7,0.7159763313609467,0.5736196319018405,0.449468085106383,0.5115438585041118,0.8186046511627907,0.7405660377358491,0.4581005586592179,5,0.6489582874845832,medium confidence,0.6489582874845832,0.6489582874845832,0.6489582874845832,0.6137600949325293,0.7795853444493199,0.4581005586592179,food_waste,none,True,True,True,False,False,28.0,26.0,22.0
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2024,116538258.0,2024.0,389059911003.566,2024.0,1.01757,2023.0,9.4,2021.0,12.8,2016.0,31.9,2021.0,87742.7743,0.752909609306156,2018-2020,2020.0,47.4,163.0,18085437.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Egypt,Northern Africa,818.0,3338.473713958947,8.066468522020463,11.590016483111896,3.5235479610914355,47.4,0.650887573964497,0.4693251533742331,0.9148936170212766,0.6921093851977549,0.9813953488372092,0.1273584905660377,0.5642458100558659,5,0.6031993217242729,medium confidence,0.6031993217242729,0.6031993217242729,0.6031993217242729,0.671498479581126,0.5543769197016235,0.5642458100558659,food_waste,none,True,True,True,False,False,46.0,44.0,38.0
ERI,Eritrea,Sub-Saharan Africa,Low income,2024,3535603.0,2014.0,11573463414.6341,,,,,2010.0,52.5,2016.0,4.8,2021.0,5569.7643,1.5753364560444143,,,,92.0,338555.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Eritrea,Sub-Saharan Africa,232.0,3273.4058135582814,6.54846349373106,10.06346334311604,3.51499984938498,,,0.9938650306748468,0.0531914893617021,0.5235282600182743,0.7465116279069768,0.4339622641509434,,3,0.5680007173587316,low or very low confidence,0.5680007173587316,,,0.5235282600182743,0.59023694602896,,food_waste,food_security; supply_vulnerability,False,False,True,False,True,68.0,,
ESP,Spain,Europe & Central Asia,High income,2024,48848840.0,2024.0,1722745978335.16,2023.0,1.49362,2023.0,2.5,,,2016.0,23.700000000000003,2021.0,92453.4455,1.892643622653066,2018-2020,2020.0,36.4,61.0,2895272.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Spain,Southern Europe,724.0,35266.87590401655,7.688854255105344,12.236221244749032,4.547366989643689,36.4,0.1893491124260355,,0.6808510638297872,0.6808510638297872,0.1209302325581395,0.5518867924528302,0.4748603351955307,5,0.4035755072924646,higher confidence,0.4035755072924646,0.4035755072924646,0.4035755072924646,0.43510008812791134,0.33640851250548487,0.4748603351955307,nutrition,none,True,True,True,True,False,153.0,144.0,127.0
EST,Estonia,Europe & Central Asia,High income,2024,1372341.0,2024.0,42764929169.3258,2023.0,1.83878,2023.0,2.5,2014.0,1.2,2016.0,21.05,2021.0,9438.3414,6.877548218700745,2018-2020,2020.0,-138.4,61.0,81130.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Estonia,Northern Europe,233.0,31162.028365636383,6.137462038497202,10.631087757052702,4.4936257185555,0.0,0.1893491124260355,0.0337423312883435,0.526595744680851,0.2801690379845973,0.1209302325581395,0.910377358490566,0.1005586592178771,5,0.3202768801354431,higher confidence,0.3202768801354431,0.3202768801354431,0.3202768801354431,0.23475907520531641,0.5156537955243528,0.1005586592178771,sustainability,none,True,True,True,True,False,181.0,168.0,151.0
ETH,Ethiopia,Sub-Saharan Africa,Not classified,2024,132059767.0,2023.0,1473281348345.84,2017.0,0.27437,2023.0,19.7,2019.0,36.8,2016.0,4.4,2021.0,174617.9231,1.3222643585309373,2018-2020,2020.0,6.6,69.0,8543382.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Ethiopia,Sub-Saharan Africa,231.0,11156.17104144853,8.120770526689046,12.168285690743785,4.047515164054737,6.6,0.8313609467455622,0.9141104294478528,0.0425531914893617,0.4783318104686072,0.1767441860465116,0.3443396226415094,0.2346368715083799,5,0.4130826874821141,medium confidence,0.41308268748211396,0.41308268748211396,0.41308268748211396,0.6548463786070846,0.2605419043440105,0.2346368715083799,food_security,none,True,True,True,False,False,149.0,140.0,123.0
FIN,Finland,Europe & Central Asia,High income,2024,5619911.0,2024.0,299835625550.781,2023.0,3.0938,2023.0,2.5,2023.0,2.8,2016.0,22.15,2021.0,27225.2835,4.844433212554434,2018-2020,2020.0,-12.9,53.0,293620.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Finland,Northern Europe,246.0,53352.37969974632,6.749729437897362,11.476883233118384,4.727153795221022,0.0,0.1893491124260355,0.107361963190184,0.5957446808510638,0.3515533220206239,0.0674418604651162,0.8679245283018868,0.1005586592178771,5,0.3153654964863079,higher confidence,0.3153654964863079,0.3153654964863079,0.3153654964863079,0.2704512172233297,0.46768319438350153,0.1005586592178771,sustainability,none,True,True,True,True,False,184.0,171.0,153.0
FJI,Fiji,East Asia & Pacific,Upper middle income,2024,928784.0,2024.0,5840564072.77313,,,2023.0,6.8,2021.0,7.2,2016.0,30.2,2021.0,884.5435,0.952367288842185,2018-2020,2020.0,89.2,90.0,83945.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Fiji,Melanesia,242.0,6288.398672644156,5.967914725279654,9.76645479263685,3.798540067357196,89.2,0.5710059171597633,0.2760736196319018,0.8856382978723404,0.5808559587521211,0.627906976744186,0.1839622641509433,0.7932960893854749,5,0.5514054412384978,low or very low confidence,0.5514054412384978,0.5514054412384978,0.5514054412384978,0.5759309379559423,0.4059346204475647,0.7932960893854749,supply_vulnerability,none,True,True,False,False,True,77.0,72.0,60.0
FRA,France,Europe & Central Asia,High income,2024,68551653.0,2024.0,3162079073495.78,2023.0,2.17832,2023.0,2.5,,,2016.0,21.55,2021.0,171719.0672,2.504958811131804,2018-2020,2020.0,-104.4,61.0,3942430.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,France,Western Europe,250.0,46126.955880929374,7.836017931483274,12.499972726049542,4.663954794566268,0.0,0.1893491124260355,,0.5585106382978723,0.5585106382978723,0.1209302325581395,0.7075471698113207,0.1005586592178771,5,0.3353791624622489,higher confidence,0.33537916246224897,0.33537916246224897,0.33537916246224897,0.3739298753619539,0.4142387011847301,0.1005586592178771,sustainability,none,True,True,True,True,False,180.0,167.0,150.0
FRO,Faroe Islands,Europe & Central Asia,High income,2024,54681.0,2023.0,23443943768.0378,2003.0,0.85253,,,,,,,2021.0,705.0388,12.893670561986797,,,,75.0,3768.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Faroe Islands,Northern Europe,234.0,428740.2163098297,4.737836448297224,10.370030671024708,5.632194222727484,,,,,,0.2232558139534883,0.9669811320754716,,2,,low or very low confidence,,,,,0.59511847301448,,sustainability,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2024,113160.0,2024.0,471425099.488675,,,,,,,2016.0,45.8,2021.0,96.2991,0.8509994697773063,,,,38.0,4205.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Micronesia (Fed. States of),Micronesia,583.0,4166.00476748564,5.053692938784954,8.673412701394165,3.619719762609212,,,,0.9627659574468084,0.9627659574468084,0.0325581395348837,0.1509433962264151,,3,0.3820891644027024,medium confidence,0.3820891644027024,,,0.9627659574468084,0.0917507678806494,,nutrition,food_security; supply_vulnerability,False,False,False,False,False,163.0,,
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2024,2538952.0,2024.0,20867044935.6729,2009.0,0.57924,2023.0,25.3,2020.0,14.4,2016.0,14.95,2021.0,7424.0349,2.924054846251524,2018-2020,2020.0,91.2,90.0,215849.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Gabon,Sub-Saharan Africa,266.0,8218.763070618468,6.404654490423867,10.319460951269669,3.9148064608458015,91.2,0.9171597633136096,0.5214723926380368,0.3404255319148936,0.4309489622764652,0.627906976744186,0.7641509433962265,0.8212290502793296,5,0.7122791392019634,low or very low confidence,0.7122791392019634,0.7122791392019634,0.7122791392019634,0.6740543627950374,0.6960289600702063,0.8212290502793296,food_security,none,True,True,True,False,True,11.0,9.0,7.0
GBR,United Kingdom,Europe & Central Asia,High income,2024,69226000.0,2024.0,3643834188782.91,2023.0,2.67614,2023.0,2.5,2019.0,2.0,2016.0,27.75,2021.0,129106.2346,1.8649963106347325,2018-2020,2020.0,15.1,76.0,5097005.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,United Kingdom,Northern Europe,826.0,52636.7865943852,7.840269238037621,12.561558606353922,4.7212893683163015,15.1,0.1893491124260355,0.0797546012269938,0.8297872340425532,0.4547709176347735,0.241860465116279,0.5424528301886793,0.2988826815642458,5,0.3454632013860026,higher confidence,0.3454632013860026,0.3454632013860026,0.3454632013860026,0.3220600150304045,0.39215664765247915,0.2988826815642458,sustainability,none,True,True,True,True,False,175.0,163.0,146.0
GEO,Georgia,Europe & Central Asia,Upper middle income,2024,3699557.0,2024.0,33776141250.5716,2024.0,0.26435,2023.0,2.5,2018.0,5.8,2016.0,21.5,2021.0,5472.0511,1.4791098231490958,2018-2020,2020.0,63.2,101.0,377643.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Georgia,Western Asia,268.0,9129.77993056239,6.568149722992954,10.528610032170816,3.960460309177861,63.2,0.1893491124260355,0.1963190184049079,0.5531914893617021,0.374755253883305,0.8534883720930233,0.3867924528301887,0.6480446927374302,5,0.4904859767939966,medium confidence,0.4904859767939965,0.4904859767939965,0.4904859767939965,0.28205218315467023,0.620140412461606,0.6480446927374302,food_waste,none,True,True,True,False,False,113.0,108.0,94.0
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2024,34427414.0,2024.0,82825288888.9734,2010.0,0.37655,2023.0,6.3,2022.0,17.4,2016.0,10.55,2021.0,18787.2873,0.5457071884632404,2018-2020,2020.0,36.2,84.0,2812571.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Ghana,Sub-Saharan Africa,288.0,2405.794663780829,7.536904402091569,10.91816295934625,3.38125855725468,36.2,0.5532544378698225,0.5736196319018405,0.2872340425531915,0.430426837227516,0.3651162790697674,0.0471698113207547,0.4636871508379888,5,0.3719309032651699,higher confidence,0.3719309032651698,0.3719309032651698,0.3719309032651698,0.49184063754866925,0.20614304519526105,0.4636871508379888,food_security,none,True,True,True,True,False,167.0,155.0,138.0
GIB,Gibraltar,Europe & Central Asia,High income,2024,39329.0,,,,,,,,,,,2021.0,98.0298,2.492557654656869,,,,82.0,2474.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Gibraltar,Southern Europe,292.0,,4.594712903948441,,,,,,,,0.3441860465116279,0.7028301886792453,,2,,low or very low confidence,,,,,0.5235081175954366,,sustainability,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2024,14754785.0,2024.0,25334307878.737,,,2023.0,11.4,2022.0,26.1,2016.0,7.6,2021.0,35893.7478,2.4326852475315635,2018-2020,2020.0,25.5,89.0,1235269.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Guinea,Sub-Saharan Africa,324.0,1717.0231812077911,7.168932885540898,10.403709044069704,3.234776158528807,25.5,0.6982248520710059,0.7607361963190185,0.175531914893617,0.4681340556063177,0.5720930232558139,0.6792452830188679,0.3966480446927374,5,0.5628690517289485,low or very low confidence,0.5628690517289485,0.5628690517289485,0.5628690517289485,0.5831794538386619,0.6256691531373408,0.3966480446927374,food_security,none,True,True,True,False,True,71.0,66.0,54.0
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2024,2759988.0,2024.0,2507519958.34857,2018.0,0.06933,2023.0,16.8,2020.0,17.5,2016.0,10.2,2021.0,2304.9024,0.835113196144331,2018-2020,2020.0,71.7,92.0,249316.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Gambia,Sub-Saharan Africa,270.0,908.5256741509636,6.440907193824235,9.39924439842871,2.9583372046044745,71.7,0.7988165680473372,0.5858895705521472,0.2765957446808511,0.4312426576164991,0.7465116279069768,0.1415094339622641,0.6983240223463687,5,0.5632808619758892,low or very low confidence,0.5632808619758892,0.5632808619758892,0.5632808619758892,0.6150296128319181,0.44401053093462045,0.6983240223463687,food_security,none,True,True,True,False,True,70.0,65.0,53.0
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2024,2201352.0,2024.0,2119865935.24909,,,2023.0,22.1,2019.0,28.1,2016.0,9.35,2021.0,3966.7285,1.801951028277168,2012-2014,2014.0,29.9,92.0,194117.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Guinea-Bissau,Sub-Saharan Africa,624.0,962.983627901894,6.342689492546422,9.326308396106777,2.9836189035603526,29.9,0.8816568047337278,0.7975460122699386,0.25,0.5237730061349692,0.7465116279069768,0.5,0.4245810055865922,5,0.6153044888724531,low or very low confidence,0.6153044888724531,0.6153044888724531,0.6153044888724531,0.7027149054343484,0.6232558139534884,0.4245810055865922,food_security,none,True,True,True,False,True,39.0,37.0,32.0
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2024,1892516.0,2024.0,12765777677.0622,,,,,2011.0,26.2,2016.0,8.2,2021.0,4446.8748,2.3497158280299875,,,,90.0,150824.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Equatorial Guinea,Sub-Saharan Africa,226.0,6745.400132449185,6.277039559866872,10.10604727668584,3.829007716818968,,,0.7668711656441718,0.2047872340425532,0.4858291998433625,0.627906976744186,0.6509433962264151,,3,0.5882265242713212,low or very low confidence,0.5882265242713212,,,0.4858291998433625,0.6394251864853006,,sustainability,food_security; supply_vulnerability,False,False,True,False,True,57.0,,
GRC,Greece,Europe & Central Asia,High income,2024,10405134.0,2024.0,257144811301.673,2023.0,1.4943,2023.0,2.5,2003.0,1.5,2016.0,24.8,2021.0,22860.1401,2.1970058338508665,2018-2020,2020.0,32.4,87.0,903930.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Greece,Southern Europe,300.0,24713.262827914856,7.017247677540039,11.410177765500247,4.392930087960211,32.4,0.1893491124260355,0.0521472392638036,0.7287234042553191,0.3904353217595614,0.4302325581395348,0.6179245283018868,0.441340782122905,5,0.4138564605499847,higher confidence,0.4138564605499847,0.4138564605499847,0.4138564605499847,0.28989221709279844,0.5240785432207108,0.441340782122905,sustainability,none,True,True,True,True,False,148.0,139.0,122.0
GRD,Grenada,Latin America & Caribbean,Upper middle income,2024,117207.0,2024.0,1391435992.59259,,,,,,,2016.0,21.15,2021.0,125.3537,1.069506940711732,2018-2020,2020.0,100.0,91.0,11874.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Grenada,Latin America and the Caribbean,308.0,11871.611700603122,5.068953549997687,9.143463233161476,4.074509683163788,100.0,,,0.5319148936170213,0.5319148936170213,0.6767441860465117,0.2122641509433962,0.9636871508379888,4,0.5961525953612296,low or very low confidence,0.5961525953612296,0.5961525953612296,,0.5319148936170213,0.44450416849495394,0.9636871508379888,supply_vulnerability,food_security,True,False,False,False,True,52.0,49.0,
GRL,Greenland,Europe & Central Asia,High income,2024,56836.0,2023.0,3326544174.37945,2004.0,0.64608,,,,,,,2021.0,222.1206,3.9080969807868255,,,,79.0,4718.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Greenland,Northern America,304.0,58528.82283023876,4.754623505584502,9.521993294973369,4.767369789388865,,,,,,0.2906976744186046,0.8490566037735849,,2,,low or very low confidence,,,,,0.5698771390960948,,sustainability,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2024,18406359.0,2024.0,113199586004.477,2023.0,0.00609,2023.0,11.8,2021.0,46.0,2016.0,20.75,2021.0,22437.4817,1.219007067068506,2018-2020,2020.0,52.9,91.0,1629472.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Guatemala,Latin America and the Caribbean,320.0,6150.02597767853,7.264967888308736,11.053844838545716,3.78887695023698,52.9,0.7041420118343196,0.9631901840490796,0.5132978723404256,0.7382440281947527,0.6767441860465117,0.2688679245283019,0.5865921787709497,5,0.594918065874967,low or very low confidence,0.594918065874967,0.594918065874967,0.594918065874967,0.7211930200145361,0.47280605528740677,0.5865921787709497,nutrition,none,True,True,True,False,True,53.0,50.0,41.0
GUM,Guam,East Asia & Pacific,High income,2024,167777.0,2022.0,69100000000.0,2005.0,0.2561,,,,,,,2021.0,7.5832,0.045198090322273,,,,60.0,10173.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Guam,Micronesia,316.0,411856.2139029784,5.2247324245635,10.8394780473742,5.614745622810698,,,,,,0.0976744186046511,0.0047169811320754,,2,,low or very low confidence,,,,,0.051195699868363254,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
GUY,Guyana,Latin America & Caribbean,High income,2024,831087.0,2024.0,24835899825.8993,,,2023.0,2.5,2019.0,9.5,2016.0,19.9,2021.0,15866.2384,19.090947638454217,2018-2020,2020.0,16.1,88.0,71298.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Guyana,Latin America and the Caribbean,328.0,29883.634115200093,5.919646489057541,10.395079899476936,4.475433410419396,16.1,0.1893491124260355,0.3865030674846625,0.4574468085106383,0.4219749379976504,0.4860465116279069,0.9905660377358492,0.3072625698324022,5,0.4790398339239688,low or very low confidence,0.47903983392396887,0.47903983392396887,0.47903983392396887,0.30566202521184294,0.738306274681878,0.3072625698324022,sustainability,none,True,True,False,False,True,118.0,113.0,99.0
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2024,7524100.0,2024.0,407106738445.069,2024.0,1.12597,2023.0,3.1,,,,,2021.0,11852.0458,1.5752110950146865,2018-2020,2020.0,100.0,101.0,759923.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,"China, Hong Kong SAR",Eastern Asia,344.0,54107.03452174598,6.876454558962284,11.609708290896448,4.733253731934163,100.0,0.3994082840236686,,,,0.8534883720930233,0.4292452830188679,0.9636871508379888,4,0.6614572724933871,medium confidence,0.6614572724933871,0.6614572724933871,,0.3994082840236686,0.6413668275559457,0.9636871508379888,supply_vulnerability,nutrition,True,False,True,False,False,25.0,23.0,
HND,Honduras,Latin America & Caribbean,Lower middle income,2024,10825703.0,2024.0,37093565854.0437,2019.0,0.05997,2023.0,14.8,2019.0,18.7,2016.0,21.25,2021.0,17600.9575,1.6258489171557726,2018-2020,2020.0,60.2,90.0,940257.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Honduras,Latin America and the Caribbean,340.0,3426.4348332892287,7.034456108176209,10.569298584644224,3.534842476468014,60.2,0.7692307692307693,0.6196319018404908,0.5425531914893617,0.5810925466649262,0.627906976744186,0.4575471698113207,0.6201117318435754,5,0.6111778388589555,low or very low confidence,0.6111778388589555,0.6111778388589555,0.6111778388589555,0.6751616579478477,0.5427270732777534,0.6201117318435754,food_security,none,True,True,True,False,True,41.0,39.0,34.0
HRV,Croatia,Europe & Central Asia,High income,2024,3866200.0,2024.0,92526176108.621,2023.0,1.38621,2023.0,2.5,,,2016.0,24.3,2021.0,8768.431,2.267971393099167,2018-2020,2020.0,-44.8,53.0,213590.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Croatia,Southern Europe,191.0,23932.07182986421,6.587284316492772,10.966264614158804,4.378980297666033,0.0,0.1893491124260355,,0.7127659574468085,0.7127659574468085,0.0674418604651162,0.6320754716981132,0.1005586592178771,5,0.3404382122507901,higher confidence,0.3404382122507901,0.3404382122507901,0.3404382122507901,0.451057534936422,0.3497586660816147,0.1005586592178771,nutrition,none,True,True,True,True,False,177.0,165.0,148.0
