iso3,country,region,income_group,population_year,population,gdp_current_usd_year,gdp_current_usd,rd_expenditure_pct_gdp_year,rd_expenditure_pct_gdp,undernourishment_pct_year,undernourishment_pct,child_stunting_pct_year,child_stunting_pct,adult_obesity_pct_year,adult_obesity_pct,agrifood_ghg_ktco2eq_year,agrifood_ghg_ktco2eq,agrifood_ghg_tco2eq_per_capita,cereal_import_dependency_period,cereal_import_dependency_period_end_year,cereal_import_dependency_pct,household_food_waste_kg_capita,household_food_waste_tonnes_year,household_food_waste_confidence,household_food_waste_source,unep_country,unep_region,m49_code,gdp_per_capita_current_usd,log10_population,log10_gdp_current_usd,log10_gdp_per_capita_current_usd,cereal_import_dependency_vulnerability_pct,need_food_security_score,need_child_stunting_score,need_adult_obesity_score,need_nutrition_score,need_food_waste_score,need_sustainability_score,need_supply_vulnerability_score,n_need_axes_available,food_system_need_index_v1,household_food_waste_confidence_group,food_system_need_index_v1_min3,food_system_need_index_main_min4,food_system_need_index_strict_all5,need_social_score,need_environmental_score,need_resilience_score,dominant_need_profile,missing_need_axes,flag_main_need_index_available,flag_strict_need_index_available,flag_population_ge_1m,flag_food_waste_higher_confidence,flag_food_waste_low_confidence,rank_need_v1_min3,rank_need_main_min4,rank_need_strict_all5
PRT,Portugal,Europe & Central Asia,High income,2024,10694681.0,2024.0,308683317392.68,2023.0,1.69491,2023.0,2.5,2016.0,3.2,2016.0,20.75,2021.0,19916.3633,1.8622681031813848,2018-2020,2020.0,74.8,124.0,1273480.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Portugal,Southern Europe,620.0,28863.256173108857,7.029167835003303,11.4895131589279,4.460345323924599,74.8,0.1893491124260355,0.1196319018404908,0.5132978723404256,0.3164648870904581,0.9348837209302324,0.5377358490566038,0.7262569832402235,5,0.5409381105487107,higher confidence,0.5409381105487107,0.5409381105487107,0.5409381105487107,0.2529069997582468,0.7363097849934181,0.7262569832402235,food_waste,none,True,True,True,True,False,81.0,76.0,64.0
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2024,6929153.0,2024.0,44458118399.6669,2023.0,0.14117,2023.0,5.2,2016.0,5.6,2016.0,20.25,2021.0,84559.2968,12.20341025807916,2018-2020,2020.0,-74.6,91.0,619272.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Paraguay,Latin America and the Caribbean,600.0,6416.097090029171,6.840680150931061,10.647951078112545,3.8072709271814817,0.0,0.4940828402366864,0.1840490797546012,0.4840425531914893,0.3340458164730453,0.6767441860465117,0.9622641509433962,0.1005586592178771,5,0.5135391305835033,low or very low confidence,0.5135391305835033,0.5135391305835033,0.5135391305835033,0.41406432835486584,0.819504168494954,0.1005586592178771,sustainability,none,True,True,True,False,True,100.0,95.0,82.0
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2024,5289152.0,2024.0,13711100000.0,2013.0,0.45434,,,2020.0,8.7,,,2021.0,5477.5538,1.0356204170347156,,,,102.0,534863.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,State of Palestine,Western Asia,275.0,2592.30591217647,6.72338604798187,10.137072298317332,3.413686250335463,,,0.3466257668711656,,0.3466257668711656,0.872093023255814,0.2028301886792453,,3,0.473849659602075,low or very low confidence,0.473849659602075,,,0.3466257668711656,0.5374616059675297,,food_waste,food_security; supply_vulnerability,False,False,True,False,True,122.0,,
PYF,French Polynesia,East Asia & Pacific,High income,2024,281807.0,2023.0,6402221222.32749,,,2023.0,3.8,,,,,2021.0,166.8417,0.5920424261994912,2017-2019,2019.0,99.3,81.0,25252.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,French Polynesia,Polynesia,258.0,22718.460585888533,5.449951776649902,9.806330676677248,4.356378900027344,99.3,0.4319526627218935,,,,0.3162790697674418,0.0754716981132075,0.9162011173184358,4,0.4349761369802446,low or very low confidence,0.4349761369802446,0.4349761369802446,,0.4319526627218935,0.19587538394032467,0.9162011173184358,supply_vulnerability,nutrition,True,False,False,False,True,139.0,131.0,
QAT,Qatar,Middle East & North Africa,High income,2024,2857822.0,2024.0,217982967032.967,2021.0,0.68058,,,2023.0,6.2,2016.0,37.8,2021.0,13773.6024,4.819615217462809,,,,93.0,250830.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Qatar,Western Asia,634.0,76275.90767828333,6.456035175180918,11.338422559601876,4.882387384420958,,,0.2147239263803681,0.952127659574468,0.5834257929774181,0.7976744186046512,0.8632075471698113,,3,0.7481025862506269,higher confidence,0.7481025862506269,,,0.5834257929774181,0.8304409828872312,,sustainability,food_security; supply_vulnerability,False,False,True,True,False,5.0,,
ROU,Romania,Europe & Central Asia,High income,2024,19051804.0,2024.0,382767571329.158,2023.0,0.51656,2023.0,2.5,2002.0,12.8,2016.0,22.5,2021.0,38963.6689,2.0451432788202104,2018-2020,2020.0,-51.4,67.0,1323991.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Romania,Eastern Europe,642.0,20090.883326805066,7.27993610495396,11.582935136551574,4.302999031597613,0.0,0.1893491124260355,0.4693251533742331,0.6223404255319149,0.545832789453074,0.1627906976744186,0.5943396226415094,0.1005586592178771,5,0.3185741762825829,low or very low confidence,0.31857417628258294,0.31857417628258294,0.31857417628258294,0.36759095093955474,0.378565160157964,0.1005586592178771,sustainability,none,True,True,True,False,True,182.0,169.0,152.0
RUS,Russian Federation,Europe & Central Asia,High income,2024,143533851.0,2024.0,2173835806671.66,2024.0,0.93706,2023.0,2.5,,,2016.0,22.5,2021.0,443473.931,3.0896818270416224,2018-2020,2020.0,-73.5,33.0,4829772.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Russian Federation,Eastern Europe,643.0,15145.108917001467,8.156954337089482,12.337226738025617,4.180272400936134,0.0,0.1893491124260355,,0.6223404255319149,0.6223404255319149,0.0232558139534883,0.7783018867924528,0.1005586592178771,5,0.3427611795843537,medium confidence,0.34276117958435376,0.34276117958435376,0.34276117958435376,0.4058447689789752,0.40077885037297056,0.1005586592178771,sustainability,none,True,True,True,False,False,176.0,164.0,147.0
RWA,Rwanda,Sub-Saharan Africa,Low income,2024,14256567.0,2024.0,14251642231.4932,2023.0,0.78149,2023.0,24.4,2020.0,33.1,2016.0,5.6000000000000005,2021.0,8850.2107,0.6207813353663613,2018-2020,2020.0,34.0,141.0,1937761.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Rwanda,Sub-Saharan Africa,646.0,999.6545614026996,7.154014959425295,10.153864911430974,2.9998499520056794,34.0,0.9112426035502958,0.8588957055214724,0.101063829787234,0.4799797676543532,0.9604651162790696,0.080188679245283,0.4525139664804469,5,0.5768780266418897,medium confidence,0.5768780266418896,0.5768780266418896,0.5768780266418896,0.6956111856023245,0.5203268977621763,0.4525139664804469,food_waste,none,True,True,True,False,False,62.0,58.0,48.0
SAU,Saudi Arabia,Middle East & North Africa,High income,2024,35300280.0,2024.0,1237529866666.67,2024.0,0.63522,2023.0,2.5,2020.0,10.8,2016.0,36.55,2021.0,68990.366,1.9543858009058288,2018-2020,2020.0,93.7,105.0,3818681.0,High confidence,UNEP Food Waste Index Report 2024 Annex 3,Saudi Arabia,Western Asia,682.0,35057.22523069703,7.547778150202912,12.09255568903753,4.544777538834618,93.7,0.1893491124260355,0.4110429447852761,0.946808510638298,0.6789257277117869,0.8906976744186047,0.5754716981132075,0.8379888268156425,5,0.6344866078970555,higher confidence,0.6344866078970555,0.6344866078970555,0.6344866078970555,0.4341374200689112,0.7330846862659062,0.8379888268156425,food_waste,none,True,True,True,True,False,32.0,30.0,26.0
SDN,Sudan,Sub-Saharan Africa,Low income,2024,50448963.0,2024.0,49909807029.6996,2005.0,0.225,2021.0,11.0,2014.0,38.2,,,2021.0,111018.0954,2.200602129324244,2018-2020,2020.0,33.5,116.0,5414527.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Sudan,Northern Africa,729.0,989.3128433521932,7.702852243555954,10.698185890721687,2.995333647165736,33.5,0.6745562130177515,0.9386503067484664,,0.9386503067484664,0.9255813953488372,0.6226415094339622,0.4469273743016759,5,0.7216713597701386,low or very low confidence,0.7216713597701386,0.7216713597701386,0.7216713597701386,0.806603259883109,0.7741114523913997,0.4469273743016759,nutrition,none,True,True,True,False,True,6.0,4.0,2.0
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2024,18501984.0,2024.0,32267254425.052,2015.0,0.5772,2023.0,5.1,2023.0,17.5,2016.0,8.45,2021.0,22432.494,1.212437217543805,2018-2020,2020.0,43.3,77.0,1328487.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Senegal,Sub-Saharan Africa,686.0,1743.988883843592,7.26721830105452,10.50876201347402,3.2415437124194995,43.3,0.4822485207100592,0.5858895705521472,0.2180851063829787,0.4019873384675629,0.2558139534883721,0.2641509433962264,0.5363128491620112,5,0.3881027210448463,medium confidence,0.38810272104484633,0.38810272104484633,0.38810272104484633,0.442117929588811,0.25998244844229923,0.5363128491620112,supply_vulnerability,none,True,True,True,False,False,161.0,150.0,133.0
SGP,Singapore,East Asia & Pacific,High income,2024,6036860.0,2024.0,547386645891.847,2022.0,1.80821,,,2000.0,4.5,2016.0,6.05,2021.0,4921.2782,0.8152049575441538,,,,68.0,409182.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Singapore,South-eastern Asia,702.0,90674.06663262803,6.780811104305936,11.73829419810475,4.957483093798813,,,0.147239263803681,0.1223404255319148,0.1347898446677979,0.1674418604651162,0.1367924528301886,,3,0.1463413859877009,medium confidence,0.14634138598770088,,,0.1347898446677979,0.1521171566476524,,food_waste,food_security; supply_vulnerability,False,False,True,False,False,196.0,,
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2024,819198.0,2024.0,1760767447.17461,,,2023.0,20.0,2015.0,31.7,2016.0,22.5,2021.0,482.2446,0.5886789274387877,2011-2013,2013.0,96.1,43.0,31242.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Solomon Islands,Melanesia,90.0,2149.379572673041,5.913388883341199,9.24570200044311,3.3323131171019105,96.1,0.8461538461538461,0.8404907975460123,0.6223404255319149,0.7314156115389636,0.0372093023255813,0.0660377358490566,0.8659217877094972,5,0.509347656715389,medium confidence,0.509347656715389,0.509347656715389,0.509347656715389,0.7887847288464049,0.05162351908731895,0.8659217877094972,supply_vulnerability,none,True,True,False,False,False,101.0,96.0,83.0
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2024,8642022.0,2024.0,7547843281.27425,,,2023.0,24.1,2021.0,26.3,2016.0,8.55,2021.0,8754.2084,1.0129814990056725,2018-2020,2020.0,38.8,92.0,792109.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Sierra Leone,Sub-Saharan Africa,694.0,873.3885751823184,6.936615367560312,9.877822874165869,2.9412075066055547,38.8,0.9053254437869822,0.7730061349693251,0.2287234042553191,0.5008647696123222,0.7465116279069768,0.1981132075471698,0.4972067039106145,5,0.5696043505528131,low or very low confidence,0.5696043505528131,0.5696043505528131,0.5696043505528131,0.7030951066996523,0.4723124177270733,0.4972067039106145,food_security,none,True,True,True,False,True,65.0,61.0,50.0
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2024,6338193.0,2024.0,35364960000.0,2023.0,0.10152,2023.0,6.7,2021.0,10.0,2016.0,23.9,2021.0,6838.5051,1.0789360784690527,2018-2020,2020.0,53.5,91.0,579084.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,El Salvador,Latin America and the Caribbean,222.0,5579.659691650286,6.80196545946123,10.548573171204296,3.7466077117430654,53.5,0.5621301775147929,0.3987730061349693,0.6968085106382979,0.5477907583866336,0.6767441860465117,0.2311320754716981,0.5921787709497207,5,0.5219951936738714,low or very low confidence,0.5219951936738714,0.5219951936738714,0.5219951936738714,0.5549604679507132,0.4539381307591049,0.5921787709497207,food_waste,none,True,True,True,False,True,97.0,92.0,79.0
SMR,San Marino,Europe & Central Asia,High income,2024,33977.0,2022.0,10990203462.5342,,,,,,,,,2021.0,11.8433,0.3485681490419989,,,,82.0,2474.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,San Marino,Southern Europe,674.0,323460.08954687585,4.531185030184496,10.041005732627124,5.509820702442629,,,,,,0.3441860465116279,0.0235849056603773,,2,,low or very low confidence,,,,,0.18388547608600259,,food_waste,food_security; nutrition; supply_vulnerability,False,False,False,False,True,,,
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,2024,19009151.0,2024.0,12108515109.9996,,,2023.0,53.2,2009.0,25.3,2016.0,8.1,2021.0,42202.8401,2.220132824448604,,,,92.0,1619177.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Somalia,Sub-Saharan Africa,706.0,636.9834775892726,7.27896272053462,10.08309088805856,2.804128167523941,,0.9940828402366864,0.7423312883435583,0.1968085106382978,0.4695698994909281,0.7465116279069768,0.6273584905660378,,4,0.7093807145501572,low or very low confidence,0.7093807145501572,0.7093807145501572,,0.7318263698638072,0.6869350592365073,,food_security,supply_vulnerability,True,False,True,False,True,12.0,10.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,2024,6586476.0,2024.0,89083506277.2344,2024.0,0.93978,2023.0,2.5,2019.0,5.4,2016.0,21.450000000000003,2021.0,20996.7395,3.187856374182492,2018-2020,2020.0,-52.6,108.0,780482.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Serbia,Southern Europe,688.0,13525.215346906964,6.818653113667614,10.94979730228754,4.131144188619927,0.0,0.1893491124260355,0.1779141104294478,0.5478723404255319,0.3628932254274898,0.9023255813953488,0.7877358490566038,0.1005586592178771,5,0.468572485504671,medium confidence,0.46857248550467095,0.46857248550467095,0.46857248550467095,0.27612116892676264,0.8450307152259763,0.1005586592178771,food_waste,none,True,True,True,False,False,123.0,117.0,103.0
SSD,South Sudan,Sub-Saharan Africa,Low income,2024,11943408.0,2016.0,35349689171.3055,,,2023.0,22.3,2010.0,31.3,,,2021.0,61405.1018,5.1413383684120975,,,,92.0,1003706.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,South Sudan,Sub-Saharan Africa,728.0,2959.7656859169088,7.0771282685360335,10.548385599412116,3.471257330876083,,0.8875739644970414,0.8343558282208589,,0.8343558282208589,0.7465116279069768,0.8726415094339622,,4,0.8352707325147098,low or very low confidence,0.8352707325147098,0.8352707325147098,,0.8609648963589501,0.8095765686704695,,food_security,supply_vulnerability,True,False,True,False,True,1.0,1.0,
STP,São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2024,235536.0,2024.0,764274042.735043,,,2023.0,17.4,2019.0,11.7,2016.0,12.05,2021.0,287.6651,1.2213211568507574,2014-2016,2016.0,84.9,89.0,20499.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Sao Tome and Principe,Sub-Saharan Africa,678.0,3244.828997414591,5.372057295356503,8.883249109763739,3.5111918144072365,84.9,0.8106508875739645,0.4355828220858895,0.3085106382978723,0.3720467301918809,0.5720930232558139,0.2735849056603773,0.7737430167597765,5,0.5604237126883627,low or very low confidence,0.5604237126883627,0.5604237126883627,0.5604237126883627,0.5913488088829227,0.4228389644580956,0.7737430167597765,food_security,none,True,True,False,False,True,74.0,69.0,57.0
SUR,Suriname,Latin America & Caribbean,Upper middle income,2024,634431.0,2024.0,4714267822.2233,,,2023.0,9.7,2018.0,8.3,2016.0,26.3,2021.0,10642.619,16.775061433000594,2018-2020,2020.0,-27.0,91.0,56630.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Suriname,Latin America and the Caribbean,740.0,7430.702191764431,5.802384395621041,9.673414251588753,3.8710298559677097,0.0,0.6568047337278107,0.3312883435582822,0.7925531914893617,0.5619207675238219,0.6767441860465117,0.9858490566037736,0.1005586592178771,5,0.5963754806239591,low or very low confidence,0.5963754806239591,0.5963754806239591,0.5963754806239591,0.6093627506258164,0.8312966213251427,0.1005586592178771,sustainability,none,True,True,False,False,True,51.0,48.0,40.0
SVK,Slovak Republic,Europe & Central Asia,High income,2024,5422069.0,2024.0,141775733420.114,2023.0,1.03359,2023.0,3.1,,,2016.0,20.45,2021.0,6755.0245,1.2458389039313222,2018-2020,2020.0,-49.8,65.0,366600.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Slovakia,Eastern Europe,703.0,26147.90284301325,6.734165040011081,11.15160190261284,4.417436862601758,0.0,0.3994082840236686,,0.5,0.5,0.1534883720930232,0.2877358490566037,0.1005586592178771,5,0.2882382328782346,higher confidence,0.2882382328782345,0.2882382328782345,0.2882382328782345,0.4497041420118343,0.22061211057481345,0.1005586592178771,nutrition,none,True,True,True,True,False,193.0,180.0,162.0
SVN,Slovenia,Europe & Central Asia,High income,2024,2127400.0,2024.0,72485008929.2766,2023.0,2.13385,2023.0,2.5,,,2016.0,20.2,2021.0,5169.1819,2.4298119300554664,2018-2020,2020.0,21.6,36.0,76320.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Slovenia,Southern Europe,705.0,34072.11099430131,6.327849154905208,10.86024819674356,4.532399041838352,21.6,0.1893491124260355,,0.4787234042553192,0.4787234042553192,0.027906976744186,0.6698113207547169,0.3687150837988827,5,0.346901179595828,higher confidence,0.346901179595828,0.346901179595828,0.346901179595828,0.33403625834067735,0.34885914874945145,0.3687150837988827,sustainability,none,True,True,True,True,False,174.0,162.0,145.0
SWE,Sweden,Europe & Central Asia,High income,2024,10569709.0,2024.0,610117791237.089,2023.0,3.59978,2023.0,2.5,,,2016.0,20.6,2021.0,46728.6776,4.420999442841804,2018-2020,2020.0,-18.6,61.0,643550.0,Eurostat,UNEP Food Waste Index Report 2024 Annex 3,Sweden,Northern Europe,752.0,57723.23450315321,7.024063030691161,11.785413689348127,4.761350658656967,0.0,0.1893491124260355,,0.5053191489361702,0.5053191489361702,0.1209302325581395,0.8584905660377359,0.1005586592178771,5,0.3549295438351916,higher confidence,0.35492954383519165,0.35492954383519165,0.35492954383519165,0.34733413068110286,0.4897103992979377,0.1005586592178771,sustainability,none,True,True,True,True,False,172.0,160.0,143.0
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2024,1242822.0,2024.0,4891883720.15742,2015.0,0.27807,2023.0,14.7,2021.0,20.0,2016.0,15.8,2021.0,2437.2491,1.961060473663968,2018-2020,2020.0,61.2,89.0,106950.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Eswatini,Sub-Saharan Africa,748.0,3936.10969242371,6.094408932379876,9.689476125327827,3.5950671929479503,61.2,0.7633136094674556,0.6380368098159509,0.3617021276595745,0.4998694687377627,0.5720930232558139,0.5801886792452831,0.6396648044692738,5,0.6110259170351179,low or very low confidence,0.6110259170351179,0.6110259170351179,0.6110259170351179,0.6315915391026092,0.5761408512505485,0.6396648044692738,food_security,none,True,True,True,False,True,42.0,40.0,35.0
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2024,43350.0,2024.0,1735210227.92581,,,,,,,,,,,,,,,88.0,3521.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Sint Maarten (Dutch part),Latin America and the Caribbean,534.0,40027.91759921131,4.636989101812229,9.239352098894708,4.602362997082479,,,,,,0.4860465116279069,,,1,,low or very low confidence,,,,,0.4860465116279069,,food_waste,food_security; nutrition; sustainability; supply_vulnerability,False,False,False,False,True,,,
SYC,Seychelles,Sub-Saharan Africa,High income,2024,121354.0,2024.0,2167239562.46013,2016.0,0.2017,2023.0,2.5,2012.0,7.9,2016.0,14.05,2021.0,130.198,1.0728776966560645,2018-2020,2020.0,95.5,183.0,20089.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Seychelles,Sub-Saharan Africa,690.0,17858.82263839783,5.084054095866119,9.33590692004343,4.251852824177311,95.5,0.1893491124260355,0.303680981595092,0.324468085106383,0.3140745333507375,0.9953488372093025,0.2216981132075471,0.8491620111731844,5,0.5139265214733614,medium confidence,0.5139265214733614,0.5139265214733614,0.5139265214733614,0.2517118228883865,0.6085234752084248,0.8491620111731844,food_waste,none,True,True,False,False,False,99.0,94.0,81.0
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2024,24672760.0,2023.0,19993439949.5435,2022.0,0.04217,2023.0,39.0,2010.0,27.9,2016.0,27.85,2021.0,18098.7751,0.7335529182791061,2018-2020,2020.0,29.2,172.0,3798032.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Syrian Arab Republic,Western Asia,760.0,810.3446857807355,7.392217734237379,10.30088752261123,2.9086697883738517,29.2,0.9763313609467456,0.7914110429447853,0.8404255319148937,0.8159182874298394,0.9883720930232558,0.1179245283018868,0.4189944134078212,5,0.6635081366219098,medium confidence,0.6635081366219098,0.6635081366219098,0.6635081366219098,0.8961248241882924,0.5531483106625713,0.4189944134078212,food_waste,none,True,True,True,False,False,23.0,21.0,18.0
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2024,46535.0,2024.0,1745378000.0,,,,,2020.0,4.6,,,2021.0,67.6716,1.454208660148275,,,,88.0,4401.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Turks and Caicos Islands,Latin America and the Caribbean,796.0,37506.779843128825,4.667779718248877,9.241889497505106,4.574109779256228,,,0.156441717791411,,0.156441717791411,0.4860465116279069,0.3773584905660377,,3,0.3399489066617853,low or very low confidence,0.3399489066617852,,,0.156441717791411,0.4317025010969723,,food_waste,food_security; supply_vulnerability,False,False,False,False,True,178.0,,
TCD,Chad,Sub-Saharan Africa,Low income,2024,20299123.0,2024.0,20625711664.6472,2016.0,0.23294,2023.0,32.0,2022.0,31.9,2016.0,6.0,2021.0,112321.0236,5.533294398974773,2018-2020,2020.0,3.8,92.0,1630217.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Chad,Sub-Saharan Africa,148.0,1016.088806627124,7.307477275130545,10.314408942273944,3.0069316671433994,3.8,0.9467455621301776,0.8466257668711656,0.1170212765957446,0.4818235217334551,0.7465116279069768,0.8820754716981132,0.2122905027932961,5,0.6538893372524038,low or very low confidence,0.6538893372524038,0.6538893372524038,0.6538893372524038,0.7142845419318163,0.814293549802545,0.2122905027932961,food_security,none,True,True,True,False,True,26.0,24.0,20.0
TGO,Togo,Sub-Saharan Africa,Low income,2024,9515236.0,2024.0,9925732119.72034,2024.0,0.22229,2023.0,9.1,2017.0,23.8,2016.0,8.2,2021.0,6273.1397,0.6592731593835401,2018-2020,2020.0,21.2,92.0,814188.0,Low confidence,UNEP Food Waste Index Report 2024 Annex 3,Togo,Sub-Saharan Africa,768.0,1043.140928897648,6.978419564270615,9.996762550077792,3.0183429858071764,21.2,0.6449704142011834,0.7116564417177914,0.2047872340425532,0.4582218378801723,0.7465116279069768,0.0990566037735849,0.3575418994413408,5,0.4612604766406516,low or very low confidence,0.4612604766406516,0.4612604766406516,0.4612604766406516,0.5515961260406779,0.42278411584028086,0.3575418994413408,food_waste,none,True,True,True,False,True,128.0,121.0,107.0
THA,Thailand,East Asia & Pacific,Upper middle income,2024,71668011.0,2024.0,526411265427.683,2023.0,0.93628,2023.0,4.6,2022.0,12.4,2016.0,9.85,2021.0,187921.9435,2.622117467443041,2018-2020,2020.0,-36.5,86.0,6180468.0,Medium confidence,UNEP Food Waste Index Report 2024 Annex 3,Thailand,South-eastern Asia,764.0,7345.135690003773,7.8553253516760275,11.721325174794211,3.865999823118184,0.0,0.4615384615384615,0.4417177914110429,0.2686170212765957,0.3551674063438194,0.4,0.7169811320754716,0.1005586592178771,5,0.4068491318351259,medium confidence,0.4068491318351259,0.4068491318351259,0.4068491318351259,0.4083529339411405,0.5584905660377358,0.1005586592178771,sustainability,none,True,True,True,False,False,151.0,142.0,125.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2024,10590927.0,2024.0,14204575548.5536,2020.0,0.08969,2023.0,8.4,2023.0,13.7,2016.0,14.15,2021.0,9233.9723,0.8718757385448883,2018-2020,2020.0,50.4,86.0,852861.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Tajikistan,Central Asia,762.0,1341.2022902767246,7.024933974589569,10.152428260961097,3.127494286371526,50.4,0.621301775147929,0.4969325153374233,0.3351063829787234,0.4160194491580734,0.4,0.1556603773584905,0.5754189944134078,5,0.4336801192155802,low or very low confidence,0.4336801192155802,0.4336801192155802,0.4336801192155802,0.5186606121530012,0.27783018867924525,0.5754189944134078,food_security,none,True,True,True,False,True,140.0,132.0,116.0
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2024,7494498.0,2024.0,64239891739.3311,2023.0,0.09,2023.0,4.3,2019.0,7.2,2016.0,18.4,2021.0,20266.4812,2.7041812807208703,2018-2020,2020.0,15.1,88.0,566433.0,Very low confidence,UNEP Food Waste Index Report 2024 Annex 3,Turkmenistan,Central Asia,795.0,8571.607029494317,6.874742548040686,10.80780480037382,3.9330622523331336,15.1,0.4497041420118343,0.2760736196319018,0.3962765957446808,0.3361751076882913,0.4860465116279069,0.7311320754716981,0.2988826815642458,5,0.4603881036727953,low or very low confidence,0.46038810367279537,0.46038810367279537,0.46038810367279537,0.3929396248500628,0.6085892935498025,0.2988826815642458,sustainability,none,True,True,True,False,True,129.0,122.0,108.0
